review_id,product_id,review_content,rating,date,helpful_vote,verified_purchase,top_reviewer,title,bought_model,is_anomaly
597,1,Never made espresso before but this is easy to use and clean as well.<br /><br />Won't be going back to brew coffee maker anymore!<br /><br />It is pretty loud when you use it though but it makes the shots fairly fast.,5,2016-08-13,,True,,Never made espresso before but this is easy to use and clean as well,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
598,1,The plastic on the frother broke on the first one I bought a few days after it was delivered. I returned it and got a second one. It lasted longer but the plastic just broke again. I’ve only had it for a few months and only use the frother occasionally.,1,2018-12-08,,True,,Don’t buy this!,"Color: Black<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Steam + Starter Set",
599,1,"Does not work, very disappointed",1,2018-06-02,,True,,One Star,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
600,1,So far so good. Machine works as promised. Produces a great espresso with copious crema and the frother does a more than adequate job of creating a café standard froth. I am surprised it didn't come with a clean-out adapter for the group head so you could run back pressure to clean grounds pulled into the dispensing head like a traditional espresso machine.,5,2016-08-24,,True,,So far so good. Machine works as promised,"Color: White<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
601,1,"Bought this for my folks, they like it, it makes very good coffee fast, but the pressure vessel lid and the function nob are a little hard for elderly fingers to grasp.  A simple round notched shape would work better than the coned off nobs used on this device.  But all in all not a bad coffee maker.",4,2014-04-29,,True,,Good inexpensive espresso machine,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
602,1,This Mr. Coffee Cafe Barista is the bomb! I love it!😀,5,2015-01-09,,True,,I love it! 😀,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
603,1,"Not worth buying even for the price. The plastic started snapping off after a couple of uses, it does not stop pouring on its own, and produces so much steam that my counter is full of water droplets no matter how tight i seal the top. Save more money and buy a higher grade machine.",1,2015-01-05,,True,,Not worth buying even for the price. The plastic ...,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
604,1,The best gadget ever,5,2015-01-26,,True,,Five Stars,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
605,1,I was sick of paying for Starbucks and decided to purchase an espresso machine to save money. I didn't want to spend a lot for one so this one won out. It works really well for what I need. I've used it several times now and each time it's delivered. I am really happy with this little machine. It's paid for itself already! I enjoy being able to make my drinks.,5,2016-03-13,,True,,Awesome little machine for a good price.,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
606,1,"I'm always a little hesitant to review an appliance. I'd hate to steer someone in the wrong direction, particularly on a high ticket item like a refrigerator or TV. I mean, really, you never know, maybe I got the only good one, or maybe my needs aren't the same as yours.  That said, Holy $&%#, this thing is amazing, PARTICULARLY for the money. It was less than half the price of my Starbucks Barista I bought 10 years ago. I can't compare it to a 3 thousand dollar restaurant style machine, because I don't have one of those.  I CAN compare it to the Barista AND my local Starbucks.<br /><br />For $200, this is an excellent value. Even the packaging was a work of art and ingeniously set up for both reliable safe shipping, and ease of unpacking. Sounds silly, I know, but when you open it up, you'll see exactly what I mean. That's always a good start. If they take this much care with the packaging, I have to assume the build quality comparable.<br /><br />The Quick start directions are all you will need.  It's FAR easier to use than any of the fancier and far more expensive machines I was considering purchasing. As a matter of fact, it's so easy to use, I think I can safely call it idiot proof.<br /><br />I drink my coffee black, so my first drink was naturally a double espresso. As close to perfect as I've ever made at home. I suggest you purchase some REALLY good quality coffee to take full advantage of just how well this thing works. We purchase whole bean dark roast Costa Rican coffee exclusively and grind it as needed.  The espresso had a beautiful rich crema and was delicious.  My first foray into a latte for my wife was met with great enthusiasm. She LOVED it and when I showed her how easy it was, she was excited that she could make it herself.  Evan as a trained chef, she never really got steaming the milk for a latte or cappuccino down to an art.<br /><br />It disassembles and cleans very easily. Fill the milk reservoir with your choice, milk, soy, almond milk, half and half, whatever you'd like. Remove the reservoir and just put the unused beverage in the refrigerator when finished.<br /><br />I can't attest to the reliability or longevity of this machine, I've only had it a week, but frankly I don't care. I'll easily save the cost of this machine several times over if it lasts a year by staying out of Starbucks.",5,2013-04-06,8.0,True,,An awesome cup o' Joe,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
607,1,"The milk frother wasn't good.  Milk was as if someone blew bubbles into a glass of milk.  Nothing at all like microfoam.<br /><br />If you have this and hate the milk frother, go to Starbucks and get their milk frother, which works just as good as what you get in their stores.",2,2017-02-22,,True,,hated the milk frother,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
608,1,Love it!,5,2014-09-15,,True,,Five Stars,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
609,1,"I am nine months in and this thing is now a piece of junk. It doesn't have enough pressure to push the water through. Wasting coffee trying to get a half decent brew. Water doesn't even get warm. DO NOT BUY THIS PIECE OF JUNK. I am so angry, I will take this outside and destroy it with my hammer! DON&#34;T BUY THIS! Mr. Coffee, you've lost me as a customer.",1,2015-09-21,7.0,True,,DO NOT BUY THIS PIECE OF JUNK.,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
610,1,"I was hesitant to buy this product because of some of the reviews but I'm glad I did end up buying it.<br />It's easy to use but I must say you MUST read the instructions. I think a lot of people didn't read the instructions, with the machine leaking and things exploding. It warns in the manual that if you don't do certain stuff these things can happen.<br />I had no issues using this machine as of yet. I've only used it twice but already love it.",5,2017-12-24,,True,,... product because of some of the reviews but I'm glad I did end up buying it,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
611,1,"Upon opening the box a terrible, toxic metallic odor filled the room.  It permeated the cardboard box and even the plastic scooper that came with the machine.  I threw away the scooper and tried everything to get the horrible odor out of the machine.  I washed it with soap and water then soap and vinegar.  I soaked it in vinegar and baking soda then I ran that through the machine.  I ran filtered water through it countless times.  All was to no avail.  The coffee comes out with some of that awful stink and the machine itself stinks up the corner of my kitchen where it sits on the counter.  I can't believe this isn't bad for a person's health...  Surprised it hasn't been recalled.  I wish I had paid attention to the couple of reviews that mentioned the smell but I let the price and the good reviews sway me.  Hard to believe anyone could tolerate this stink.  I am throwing it away and buying one with a stainless steel boiler.  DO NOT BUY IT!",1,2016-09-18,3.0,True,,Terrible Stink!,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
612,1,"It's really good, that only problem is that take some time to be warm enough to make the coffee.",4,2016-03-29,,True,,"It's really good, that only problem is that take some time ...","Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
613,1,Love it works great,5,2017-01-26,,True,,Five Stars,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
614,1,"The unit leaks hot water all over the place and the steamer is terrible, does not froth the milk or coffee like it is suppose to. and of course you can't return it once you've used.  you get want you pay for, i'd recommend a quality krups, they are worth the money.",1,2017-08-08,,True,,"... water all over the place and the steamer is terrible, does not froth the milk or coffee like ...","Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
615,1,"Do NOT buy! This machine barely worked a week before it started leaking steam from every crack. Two months later and it leaks more water/steam out the top, bottom and sides than in condenses into the expresso. I have this on my kitchen counter and it is ruining my top cabinets because it leaks steam straight up, into them. I also have to place a towel underneath the machine, for the bottom leakage. Expresso is made but with a lot of mess, a lot of waste and at the expense of my cabinets.",1,2016-09-22,28.0,True,,Do NOT buy!,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
616,1,Love it so far!! Works great!,5,2018-02-08,,True,,Five Stars,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
617,1,"Makes good coffee, but very messy and pain to clean up.",3,2016-09-09,,True,,Three Stars,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
618,1,"great machine, works flawlessly gave it 3 stars because the machine itself is a little short, making it difficult to steam certain coffee mugs....also VERY disappointed with the power cord that's only 6 inches long.  literally 6 inches.",2,2018-01-25,,True,,SUPER SHORT power cord,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
619,1,"Love it ; very easy to use , easy to clean . Makes very hot coffee. Doesn't take up much counter space . The only negative : it's a little loud in the morning if someone is sleeping .",5,2016-01-07,,True,,Great machine,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
620,1,"Makes great coffee.  Took sometime to master, but it's fun.  Looks great on counter.",4,2018-02-21,,True,,Makes great coffee. Took sometime to master,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
621,1,"great product and quality, definitely worth your money",5,2017-10-05,,True,,"great product and quality, definitely worth your money","Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
622,1,"Inexpensive, many good reviews, I bough it, used and liked it until it just died after 6-7 months. I bought another one, took care of it even better than before, broke regardless after about a year. My mom bough one while I had my second one and it broke soon after mine did too. So this time I just decided to invest more and buy something different. For the money you have to spend replacing this model you are better off investing in something more expensive that will last....",2,2013-09-15,,,,Worked well for 7 months,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
623,1,"This machine is great.  In my opinion any decent Espresso works well, unless you are an Espresso snob. I have tried them all, and I will tell you that the Cuban Espresso hits a home run all the time, and it is usually lower priced than the well known brands.  I have been drinking Espresso since I was a child.  Coming from a very Italian family, Demi Tasse, as it was know back in  the day, was the after dinner beverage, and Medaglia Doro was the star. This machine handles any brand quite well.",5,2010-02-03,,,,Great machine,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
624,1,"My husband and I enjoy strong coffee, this machine is simply perfect for a good cup of coffee.  Instead of tasteless and expensive coffee pods and cartridges, you can use your own coffee.  I saw previous review that mentioned you don't need to go to Starbucks for coffee anymore, that's very true, we used to be big Starbucks fans, not anymore, the coffee makes better coffee and I still enjoy watching the brewing process after having this machine for few months.  With this price, every coffee lover deserves to have one.",5,2013-04-06,4.0,,,"Best price in coffee machine, best coffee ever!","Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
625,1,Not only is this the worst possible expresso machine you can buy - it's the worst thing you ever will buy ! Stay away from this unless you like being pissed off ! The machine leaks all over the place .,1,2016-01-31,,,,Terrible product alert,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
626,1,"The unit pulled fast, week shots, but the milk frother worked pretty well. Over all I wouldn’t recommend it.",3,2018-02-14,,,,but the milk frother worked pretty well. Over all I wouldn’t recommend it,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
627,1,"So far so good.  Makes great lattes and is nice and easy that anyone can do it.  You just add milk, wait for it to heat up, and then press the latte button.",5,2014-12-28,,,,So far so good. Makes great lattes and is nice and easy ...,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
628,1,"Work fine, but is not working any more. Only one year life",2,2017-06-24,,,,Two Stars,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
629,1,I bought it on sale and I thought I can have espresso everyday but I was wrong. It was not as I expected 'cause i was not able to get the froth. The instructor stated that i should get skimmed milk for frothing which i did but it still did not work.,2,2013-02-19,,,,Waste of money,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
630,1,This piece of junk started spewing steam everywhere after only a couple of weeks of use.  I missed the 30 day window to return it which is nonsense considering it malfunctioned and could've injured someone.  Waste of money and dangerous.,1,2016-02-16,,,,dangerous,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
631,1,Works very well and easy to use,5,2016-12-09,,,,Five Stars,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
632,1,"It makes a good espresso every time and froths milk for a cappuccino (it needs some practice) for less than $70. can't beat that.<br />in my package there were 2 single shot filters,instead of one single and one double. I emailed customer service and they sent me the double shot filter in less than a week.  great product great service unbeatable price.",5,2015-10-15,,True,,"Great value, excellent customer care","Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
633,1,quite decent for the money.  Keep it clean for best results.,4,2016-05-05,,True,,Keep it clean for best results.,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
634,1,"This is my second Mr. Coffee Espresso maker...I wore out my first one. The coffee is delicious, but the knobs are not easy to turn. The first model I had was much easier; I'm not sure why they messed with it. Also, the frother in the first machine made much more foam and froth; this one really just heats the milk and produces a few bubbles, but the foam doesn't last in the time it takes to spoon it in the cup.",3,2012-10-24,,True,,Knobs not easy to use,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
635,1,I’ve had this machine for two months and I love it.  No more spending money at the coffee ☕️ shop.  Don’t hesitate to buy this machine you won’t be sorry,5,2018-05-19,,True,,Great machine.,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
636,1,"I bought this Espresso Machine as a Christmas present for my sister-in-law.  She had one before that broke.  After her using it one time, both her and my nephew hated it.  They both said that the machine does not froth as well as her old one.  I checked into the return/exchange police and noticed that it stated that I can only exchange, and only for the exact model.  So now I am stuck with a Espresso Machine that I have no use for.  I wound up giving her the money and she went out and bought a different brand.",1,2013-01-19,,True,,DOES NOT FROTH WELL,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
637,1,I LOVE THIS THING!!! best home latte machine ever.,5,2016-03-04,,True,,Five Stars,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
638,1,i wake up looking forward to making many different drinks. it is really easy to use and cannot complain about a thing,5,2015-01-03,,True,,awesome machine!,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
639,1,"We love this espresso machine. For the price, we couldn't ask for a better quality machine or a better cup of coffee. Love the 3 options for making our coffee each day. Have tried all 3 and they are all delicious.",5,2016-08-11,,True,,A great cup of coffee,"Color: White<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
640,1,I am loving my Cafe Barista machine. I just cannot live a day without using it. Just perfect!,5,2018-02-05,,True,,Great...just great,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
641,1,This is an amazing and easy espresso machine! Very satisfied!! Well worth the money...I make cappachino every morning before work...so easy!,5,2013-08-27,,True,,Amazing!,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
642,1,"This makes very good cappuccino etc, but it is cumbersome.<br /><br />1. Setup - the first time I had to prime it about 10 times before it actually started running water through.  I almost gave up since directions indicate it probably only needs to be done once or twice. Thought it was broken<br /><br />2.  It is somewhat hard to line up the device that holds the coffee grounds with the machine.. and then it feels like you are pushing too hard when you lock it in place. It just isn't elegant.  My wife has lots of trouble and has spilled the grounds several times.<br /><br />3.  The controls are not too hard to remember as far as making the coffee.  But you have to clean it each time and I find it impossible to remember that you touch the button twice to get a double shot, but have to hold the latte button three seconds and not let go until it starts to clean.. and if you didn't move the other knob to clean, you get milk froth.  I always forget one or the other.  And forget my wife or kids remembering.<br /><br />4.  You have to clean.  So every time I make cappuccino or latte, I have to remember afterwards to come back to the coffee machine to run a clean cycle... or I have to do it before I enjoy the coffee.  If I don't do it right then, it is hanging over me... If I do do it right then, the several minute process just eats into the coffee drinking experience.  When I put it off, I end up forgetting and someone else is exposed to the old milk.  Oh, and don't forget  to throw out the grounds.. expected.. but also time consuming.  And don't forget to put the milk container in the fridge without knocking off the top!<br /><br />The one thing that makes this worth it is the froth.  It is excellent froth.  With my regular machine, I often use one of those electric stirrers to whip froth... which never says frothed... This froth lasts and is hot.<br /><br />Bottom line, for a semi automatic process, it is very cumbersome.  I like the coffee and I am not sending it back.. but I will use my regular coffee maker (a Hamilton Beach Flex Brew) for everyday coffee...  and save this for treats on the weekend.",3,2017-11-28,2.0,True,,"Makes good coffee/cappuccino/Latte, but the process is very cumbersome","Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
643,1,This is simply the best for the money. Very simple to use and amazing results.,5,2018-02-24,,True,,Five Stars,"Color: White<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
644,1,Pretty much what I expected. It broke after a few months of using it nearly every day. But it was cheap.<br />I didn't like the plastic frothing nozzle - it made the milk bubble instead of froth. So I removed it when frothing which probably lead to the machine breaking.<br />All in all it was a good starter espresso machine for a good price. Now I am switching to a delonghi ec155m.<br />(Edit: when I purchased this item it was $35),3,2017-11-29,,True,,Good for the price,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
645,1,It makes a really good latte. Tried two machines. The first purchase the pump stopped working and the second one there was a constant puddle of water under the machine. I really did enjoy the coffee but the machine was inferior. I will purchase a better quality.,2,2017-08-05,,True,,Inferior maker but really good coffee,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
646,1,I received this item yesterday. I woke up this morning very excited to experiment with brewing and making lattes. I was able to make one drink and the knob where you turn it on and off snapped off. It is made from very cheap plastic that can’t support multiple turns from one mode to the next. The whole pot is smaller than you would expect and it’s mostly made of cheap plastic. I am very disappointed.,1,2018-12-13,,True,,It is built with weak plastic,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
647,1,"For the price point, this is a wonderful little machine!  I used it to make lattes on the weekends and it consistently performs its duties quite well.  It is a little slow on the espresso brewing, but it gets the job done better than the previous machine I had.  It steams milk in a reasonable amount of time.  Keep in mind that this is not a terribly expensive machine and you are not going to get top of the line functionality.  If you are patient and kind of like the process of making your morning lattes, this little machine is a sure bet.",5,2013-10-09,,True,,Works quite well!,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
648,1,This works great! I do actually end up using my tea pot for more water - but enjoy homemade Chai Latte nows ... so much better since they are not loaded with sugar now. Also figured out the key to a great London Fog ... glad I got it,5,2017-12-13,,True,,This works great! I do actually end up using my tea ...,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
649,1,"I read all the reviews before purchasing this Expresso/Cappuccino maker.  The reviews were most helpful to know what I was buying and set expectations.  I learned the nuances of operation pretty quickly and gradually got the fine points of making a great cup of coffee.  This is my first Espresso machine and I am simply delighted.  I've enjoyed Starbucks for many years but felt it was getting too expensive and time consuming, though do miss the friendly banter and local joint.  I have had this unit going several months now and feel confident it is a great choice.  If it stopped working today, I'd just go out and get another one just like it.  I maintain it after each use, keep it clean and operating like new.  I hope it lasts for years, and bet it will.",5,2013-08-16,,True,,Just works well and makes great coffee,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
650,1,"I love this thing. The milk would not get any foam in the beginning and I was disappointed. However I need milk with my espresso, so I heated the milk for a minute in the microwave and then tried to froth it and it worked. So the trick is to heat up the milk first. Works like a charm..... I prefer this than going to Starbucks. I even buy the good espresso from Italy. It's so good!",5,2017-05-06,,True,,Must buy!!!!,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
651,1,"I'd like to say I am by far no expert at this espresso business but this product sure does make things easy!<br /><br />I brew a double in the morning and its pretty simple. I understand that in order to steam milk while you brew espresso would mean you needed a separate tank. However, the switch between espresso to milk is about a minute or two wait. Not a bad deal for the price and the quality.<br /><br />The item comes with a plastic tamper but I would suggest a metal one just to add serious force to it.<br /><br />The removal water tank is awesome. I think for the less than 150$ dollar range, this item is perfect!",4,2013-05-23,,True,,Delcious product for the price range!,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
652,1,I really love this machine. The fact that it froths the milk right into the cup is crazy convenient and it makes great espresso shots. It does everything I need at a great price. I would highly recommend this product.,5,2017-01-24,,True,,Great Value,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
653,1,This particular model has a warped bottom and the rubber feet don't touch the counter! The coffee it brews is substandard and coffee is weak no matter how much i filled the basket / tamping. I did not explore a finer grind yet. Previous models were much better in terms of design / coffee. Previous models were just as cheap (plus) and don't last for more than 1 1/2 year. That is to be expected. For instance the clip breaks off easy and the plastic handle crumbles over time. This model has an awful plastic smell to it when it heats up. Materials are now too cheap and crossed a line. Please don't buy this one. I give it two stars (should be one) to reward the low price and probably because previous models had some charm and actually made a decent coffee.,2,2013-11-16,,True,,wobbly on its feet,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
654,1,"My wife, a coffee fanatic, has become a veritable barista artist ever since we bought this.<br /><br />It's simple, easy to use, affordable, and takes up very little counter space.  Buy yourself a tamper and a small steel pitcher for frothing milk, and you're good to go- both can sit right on top of this machine here.  Because it takes up so little space, it can sit easily within reach and gets a lot of use.<br /><br />It's not fancy- it doesn't measure the exact amount or anything, but for less than forty dollars you can really enjoy a good cup of espresso, and at this price it belongs in every home.",5,2011-03-09,,True,,Save a few hundred dollars and just use this one.,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
655,1,Great espresso maker - use it to.make traditional South Indian style coffee with frothy milk and sugar. Have used the previous version of the same for nearly 12 years and it just stopped working. Using this one for a<br />couple of months now and the same excellent coffee!,5,2017-11-05,,True,,Great espresso maker - use it to,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
656,1,"This is my second Mr. Coffee espresso maker.  I've had mine for many years and use it every day--makes a perfect espresso.  I bought the second one because I went to visit my mom for a week and couldn't bear the thought of not having my morning espresso!  It is very compact, which makes it perfect if you have limited cabinet space.  Very sturdy and dependable.",5,2013-11-12,,True,,"Sturdy, compact, and makes a great espresso!","Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
657,1,"This is the third Mr. Coffee espresso maker I have purchased over probably the past several years. This version of the product finally has a carafe that is sturdy enough to be used (previous ones were made of a very fragile glass that broke easily). The maker itself does not seem particularly sturdy, however. It gets the job done, but I feel that the product is designed to have a life expectancy that just exceeds the two year warranty that can be purchased with it.",4,2016-10-27,,True,,This version of the product finally has a carafe that is sturdy enough to be used (previous ones were made of ...,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
658,1,"While certainly not professional by any standard, it makes espresso well enough to satisfy the whims of our family and has more than paid for itself in a matter of months - I guess my only semi-negative comment is that it is a tad noisy during the brew cycle, but it's to be expected.  We used to have one of the older Mr. Coffee espresso machines which burned out after a decade of regular use - I hope we get as much use out of this one.",4,2016-10-01,,True,,it makes espresso well enough to satisfy the whims of our family and has more than ...,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
659,1,"I don't like that the heating element goes out after 2 years, other than that....it is VERY user friendly and makes great espresso's!!!!",3,2018-08-16,,True,,It's an easy machine to operate!!!,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
660,1,"Worked well for about a month. It began to leak water out of the bottom, I'm suspecting a week tank. It finally cracked enough and it is absolutely useless. And of course Amazon wouldn't let me send it back for a refund.",1,2017-12-03,,True,,It finally cracked enough and it is absolutely useless. And of course Amazon wouldn't let me send ...,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
661,1,"This is our third.  We keep buying them so that they are everywhere we are...home, work, beach house.  According to my husband, it's outstanding coffee.  I'm a tea girl, so I'll take his word for it!",5,2016-12-08,,True,,This is our third. We keep buying them so ...,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
